MONTH,Rg,T,NEE,VPD,H,LE,SW_OUT,LW_IN,LW_OUT,PREC
5.0,598.27,5.88,-8.444410000000001,5.6370000000000005,317.4770000000001,80.55,59.07,277.52,352.87,0.0
5.0,546.4,6.16,-9.38518,5.566,373.314,99.525,54.47,278.42,353.4,0.0
5.0,287.67,5.6,-3.61914,5.494,128.204,35.192,29.45,300.09,347.07,0.0
5.0,214.39,3.44,1.56686,3.38,141.407,62.149,23.77,305.2,334.41,0.01
5.0,374.97,1.21,-4.14077,3.744,170.71099999999996,56.894,39.26,292.69,326.57,0.01
5.0,290.99,1.91,-2.75946,3.926,183.207,91.787,43.07,308.76,326.95,0.28
5.0,243.9,3.25,-2.8877,3.909,151.664,74.186,23.36,292.97,333.86,0.0
5.0,576.2,4.03,-5.67654,3.903,149.636,187.506,57.85,282.62,343.7,0.0
5.0,502.71,4.94,-6.844289999999999,3.897,273.926,125.204,50.94,288.68,346.2,0.0
5.0,592.71,5.1,-8.01816,3.892,349.249,97.693,60.94,283.01,347.27,0.0
5.0,385.73,5.31,-4.25318,3.946,200.418,62.349,39.61,276.72,345.29,0.0
5.0,448.22,5.25,-5.764880000000002,4.001,281.158,38.323,43.6,268.62,346.36,0.0
5.0,426.88,5.26,-3.81421,2.435,143.543,62.722,43.05,286.88,343.44,0.0
5.0,342.38,5.21,-3.82736,2.635,119.603,62.483,35.26,293.49,342.5,0.0
5.0,170.41,4.68,-2.60504,2.835,132.774,70.852,18.97,313.02,337.48,0.06
5.0,469.72,4.94,-6.69215,3.795,287.913,169.447,44.81,288.77,344.63,0.03
5.0,464.92,2.17,-3.82147,2.295,108.657,278.809,53.85,271.54,328.24,0.0
5.0,525.09,2.53,-4.19996,2.846,89.85,235.774,48.6,268.41,330.59,0.0
5.0,651.17,3.33,-5.00325,3.397,191.89,233.969,61.96,259.47,336.17,0.0
5.0,613.08,3.81,-5.41697,3.948,201.174,173.143,58.48,263.61,339.33,0.0
5.0,680.93,4.53,-4.70327,4.499,219.967,161.037,62.96,261.07,343.23,0.0
5.0,724.27,6.01,-6.1702,5.484,289.241,147.559,69.98,249.48,351.19,0.0
5.0,703.38,6.3,-6.991510000000001,5.976,318.972,139.078,66.57,249.5,353.25,0.0
5.0,701.36,6.67,-5.79753,6.4689999999999985,332.782,157.886,67.27,248.22,353.51,0.0
5.0,688.94,6.86,-5.51291,6.961,285.323,149.85299999999995,65.53,247.22,354.29,0.0
5.0,660.13,7.04,-5.629569999999998,7.454,248.234,77.79,62.99,247.57,355.48,0.0
5.0,626.03,7.19,-5.99986,7.426,262.525,98.828,60.43,245.55,355.07,0.0
5.0,581.12,7.32,-4.8855,7.398,262.23900000000003,120.043,58.0,244.64,354.85,0.0
5.0,490.04,4.19,-6.44772,3.876,319.3040000000001,51.387,51.39,285.0,338.07,0.0
5.0,545.21,4.62,-6.10173,4.229,333.275,73.28,57.84,292.98,342.61,0.0
5.0,276.18,3.87,-3.93447,4.583,120.973,25.651,32.39,288.69,335.58,0.0
5.0,324.94,4.09,-3.0218,4.936,103.817,38.222,38.14,287.21,338.54,0.0
5.0,478.82,4.66,-5.20496,5.29,230.482,72.145,51.77,291.77,343.36,0.0
5.0,500.13,5.28,-2.74799,5.529,248.521,69.867,51.86,298.54,347.27,0.0
5.0,626.97,5.03,-7.065689999999999,5.648,296.816,86.667,63.91,263.87,349.37,0.0
5.0,437.86,5.73,-6.97005,5.768,262.237,125.267,45.02,298.5,348.66,0.01
5.0,637.32,5.7,-4.3033199999999985,5.8870000000000005,184.685,86.786,66.23,265.51,351.26,0.0
5.0,482.02,5.71,-4.09166,6.0070000000000014,219.162,39.463,49.59,273.07,348.4,0.0
5.0,600.02,6.33,-4.51717,5.919,191.354,64.095,64.18,264.55,353.75,0.0
5.0,237.85,5.84,-2.52775,5.832000000000002,64.006,60.909,27.58,274.3,344.77,0.0
5.0,364.23,7.71,-6.49719,6.3820000000000014,212.135,73.15899999999998,-9999.0,308.23,357.19,0.0
5.0,430.67,6.54,-7.157089999999998,4.629,128.111,60.592,27.32,281.75,346.78,0.0
5.0,418.091,6.91,-6.67442,5.58,116.716,64.542,21.46,305.29,349.35,0.0
5.0,365.334,7.227,-7.455039999999999,5.896,140.518,56.019,27.55,315.14,351.75,0.0
5.0,244.09,7.61,-7.18473,5.925,123.852,58.598,23.13,320.27,354.0,0.0
5.0,224.85,7.51,-6.74348,5.939,133.091,49.875,22.36,323.57,353.53,0.0
5.0,253.43,7.12,-5.96054,5.9529999999999985,184.122,33.937,26.28,322.71,351.77,0.0
5.0,186.95,5.56,-4.30617,5.9670000000000005,115.23,6.191,17.15,322.32,344.0,0.04
5.0,157.75,5.31,-5.61132,5.981,102.351,104.95,12.95,320.52,342.2,0.02
5.0,153.16,5.41,-4.2733300000000005,5.5379999999999985,105.334,40.62,15.32,318.95,342.49,0.01
5.0,100.63,4.21,-1.7578200000000002,5.095,85.786,-25.379,9.37,319.0,336.05,0.06
5.0,79.61,5.13,-1.4584700000000002,0.391,17.552,2.911,44.27,339.65,340.93,0.15
5.0,98.19,5.47,-1.61351,0.404,21.069000000000006,-2.438,32.49,341.22,342.87,0.23
5.0,130.95,5.78,-1.87346,0.417,33.177,6.356,37.29,342.57,345.07,0.02
5.0,124.21,6.08,-2.95729,0.429,33.57,7.346,35.34,344.36,346.53,0.0
5.0,105.71,6.22,-2.75202,0.442,33.321,14.977,34.82,344.22,346.9,0.0
5.0,84.62,6.24,-1.7205400000000002,0.471,27.513,-11.263,41.61,344.57,346.59,0.0
5.0,102.93,6.5,-2.93802,0.5,39.551,-41.08600000000001,54.35,346.45,348.15,0.0
5.0,89.61,6.77,-2.23279,0.528,20.894,-23.427,43.62,347.12,349.25,0.0
5.0,83.04,7.15,-2.55094,0.557,11.122,-41.738,25.13,349.08,351.14,0.0
5.0,61.43,7.33,-0.662063,0.586,8.264,-19.401,18.36,349.73,351.69,0.01
5.0,61.11,7.41,-1.42665,0.615,18.397,-15.252,23.28,351.54,352.29,0.01
5.0,79.52,7.69,-2.57933,0.715,11.836,-33.413000000000004,16.19,352.08,353.94,0.0
5.0,50.65,7.85,-1.42996,0.815,-48.4,-39.302,4.47,351.53,354.18,0.0
5.0,330.29,7.24,-6.7808,0.932,93.73,164.604,31.83,312.27,353.63,0.0
5.0,314.45,7.81,-5.44318,1.141,58.438,207.463,30.84,334.84,356.62,0.0
5.0,368.36,8.16,-6.83462,1.351,104.636,147.873,34.14,330.18,358.28,0.0
5.0,288.09,8.65,-4.86426,1.769,74.47399999999998,102.592,25.1,326.7,359.97,0.0
5.0,388.47,8.82,-5.62592,2.238,91.246,93.403,34.84,319.37,361.86,0.0
5.0,305.27,9.26,-5.12833,2.7060000000000004,85.56299999999997,104.037,27.45,340.07,363.95,0.0
5.0,360.59,9.86,-7.1752,3.174,148.18200000000004,138.916,34.18,336.55,366.54,0.0
5.0,309.44,10.03,-6.37739,3.642,133.153,103.066,30.31,335.16,367.27,0.0
5.0,262.65,10.06,-5.52493,4.11,88.734,89.226,24.01,340.84,366.6,0.0
5.0,296.3,10.46,-6.01965,4.578,86.307,85.118,26.4,336.32,369.4,0.0
5.0,271.14,10.69,-5.92237,4.762,87.475,128.43200000000002,23.95,333.6,370.07,0.0
5.0,442.88,11.41,-6.96,4.945,169.08599999999996,85.947,40.09,322.79,375.38,0.0
5.0,311.12,9.91,-8.57535,3.049,111.636,193.882,21.27,359.21,368.39,0.0
5.0,139.51,7.7,-1.63632,0.531,11.336,73.37100000000002,13.29,348.32,354.2,0.02
5.0,121.46,7.69,-2.3172,0.593,12.055,57.723,12.46,347.47,354.06,0.03
5.0,86.59,7.33,-0.167903,0.655,10.547,11.558,12.88,348.03,352.05,0.04
5.0,99.82,7.37,-1.7935299999999998,0.716,-17.404,25.464,12.93,348.09,352.31,0.0
5.0,168.25,7.81,-4.08557,0.778,4.154,83.14,14.1,348.17,354.93,0.0
5.0,138.2,7.97,-3.00864,0.789,0.921,71.661,11.32,348.82,355.86,0.01
5.0,291.77,8.31,-5.581919999999998,0.799,26.324,74.836,23.63,348.16,359.18,0.0
5.0,155.38,8.35,-2.53709,0.82,4.958,17.871,11.76,348.76,358.06,0.0
5.0,166.96,5.45,-4.5934300000000015,1.08,1.217,61.784,-9999.0,340.77,344.4,0.0
5.0,152.1,5.91,-3.55971,1.16,14.354,33.438,-9999.0,342.79,346.75,0.0
5.0,159.81,6.23,-5.69994,1.239,68.803,65.21,-9999.0,344.68,348.39,0.0
5.0,161.21,6.43,-4.50135,1.318,47.833,50.192,-9999.0,345.11,349.08,0.0
5.0,146.72,6.72,-4.59542,1.398,69.492,31.954,-9999.0,346.0,350.53,0.0
5.0,112.69,7.08,-3.3231300000000004,1.587,98.859,8.131,-9999.0,347.51,352.05,0.0
5.0,83.24,7.66,-2.48685,1.776,89.48100000000002,21.458,-9999.0,349.14,354.11,0.0
5.0,103.12,8.01,-2.41988,1.965,52.098,42.893,-9999.0,349.12,355.24,0.0
5.0,118.93,8.44,-5.66766,2.154,74.456,38.977,-9999.0,349.46,357.54,0.0
5.0,110.74,8.74,-2.67255,2.343,64.637,68.124,-9999.0,349.38,358.59,0.0
5.0,130.36,8.88,-1.99227,2.533,43.304,124.449,-9999.0,347.16,359.28,0.0
5.0,126.97,8.98,-4.42252,2.478,47.18600000000001,78.15899999999998,-9999.0,343.39,359.41,0.0
5.0,134.87,8.98,-4.06899,2.424,33.956,39.968,-9999.0,333.44,359.4,0.0
5.0,465.14,5.47,-10.6629,3.48,285.691,113.105,49.65,274.01,343.9,0.0
5.0,498.7,5.85,-7.64987,3.853,229.967,69.655,52.68,271.6,346.38,0.0
5.0,553.37,6.28,-9.07122,4.225,315.546,101.335,56.43,279.01,349.93,0.0
5.0,588.45,6.38,-8.97855,4.598,283.074,90.106,58.55,283.52,351.42,0.0
5.0,530.94,6.46,-8.46694,4.971,288.596,104.522,55.83,294.27,351.95,0.0
5.0,605.97,6.5,-10.496,5.278,365.61800000000005,116.79,59.46,282.96,353.08,0.0
5.0,581.88,7.0,-9.79008,5.585,349.8830000000001,145.613,57.55,283.74,355.77,0.0
5.0,588.28,7.07,-7.55577,5.893,280.362,98.047,58.43,277.45,356.03,0.0
5.0,636.37,7.25,-9.53853,6.2,336.745,138.879,61.31,275.32,357.42,0.0
5.0,695.6,7.84,-8.5384,6.507999999999999,369.917,94.195,65.73,272.35,360.65,0.0
5.0,644.22,8.1,-10.3894,6.815,381.94,130.02700000000002,62.88,269.24,361.87,0.0
5.0,589.92,8.32,-8.19915,6.822,302.601,107.686,58.1,271.43,361.95,0.0
5.0,559.92,8.39,-8.588280000000001,6.829,280.54400000000004,114.806,55.17,271.51,361.24,0.0
5.0,651.68,6.78,-6.78515,5.93,295.389,89.45200000000001,66.19,260.68,356.38,0.0
5.0,646.9,7.23,-5.7082,6.414,265.851,85.51700000000002,64.68,260.43,358.66,0.0
5.0,758.36,7.61,-8.67145,6.898,357.204,100.52,77.94,271.21,363.45,0.0
5.0,393.21,8.52,-6.870489999999998,7.647,211.763,55.619,38.21,279.57,362.27,0.0
5.0,487.94,9.49,-4.6854,7.7029999999999985,269.089,41.882,48.66,304.41,368.96,0.0
5.0,142.39,5.9,-2.30618,2.667,1.912,60.889,15.17,332.39,343.9,0.19
5.0,140.81,5.36,-3.64477,2.379,42.589,76.69,13.95,332.8,342.04,0.1
5.0,94.93,5.08,-1.55248,2.09,-0.165,36.745,9.65,331.95,340.29,0.14
5.0,152.39,5.07,-5.28646,1.801,44.967,104.329,15.16,331.52,341.1,0.06
5.0,180.53,5.34,-4.94229,1.5119999999999998,48.737,73.945,17.76,333.0,342.8,0.07
5.0,160.11,5.4,-3.87882,1.365,39.152,15.225,16.18,334.3,342.81,0.12
5.0,185.99,5.73,-6.52054,1.219,69.804,107.058,17.63,335.41,344.81,0.09
5.0,252.06,6.19,-4.7743699999999984,1.072,44.768,54.048,23.19,336.68,347.99,0.03
5.0,245.62,6.95,-6.44578,0.925,81.726,68.96600000000001,21.67,337.62,351.58,0.03
5.0,307.59,7.69,-8.30981,0.779,139.56,85.271,27.74,338.28,355.67,0.0
5.0,233.69,8.23,-6.87533,0.632,80.14699999999998,64.388,21.01,342.57,357.98,0.0
5.0,217.77,8.88,-5.77087,1.2,72.831,62.925,20.28,344.28,360.34,0.0
5.0,228.67,9.62,-6.992380000000002,1.769,41.791,53.401,21.83,345.14,364.32,0.0
5.0,562.95,14.0,-6.38784,5.8889999999999985,226.058,72.521,56.02,298.58,387.65,0.0
5.0,610.0,14.33,-8.39955,6.917999999999998,230.352,95.054,60.73,299.93,389.66,0.0
5.0,649.12,14.98,-7.28556,7.947999999999999,200.822,129.775,63.98,302.61,394.31,0.0
5.0,679.95,15.6,-8.13,8.977,248.075,133.428,66.47,304.4,398.69,0.0
5.0,698.69,16.1,-7.6962,10.006,295.6140000000001,116.812,68.39,306.42,402.45,0.0
5.0,718.07,16.6,-8.35395,10.492,361.37,193.057,69.36,307.92,406.44,0.0
5.0,727.22,17.16,-6.7972600000000005,10.977,317.355,187.124,69.67,308.16,409.65,0.0
5.0,727.27,17.28,-6.9562800000000005,11.462,361.49300000000005,152.35299999999995,68.97,308.79,410.64,0.0
5.0,710.2,17.97,-5.26291,11.948,257.086,105.025,67.02,311.23,413.79,0.0
5.0,694.07,18.13,-5.98794,12.433,332.619,163.634,65.37,311.38,415.03,0.0
5.0,671.71,18.23,-4.32174,12.919,276.368,101.89,63.6,310.38,415.45,0.0
5.0,640.04,18.47,-5.69499,12.962,344.148,157.191,61.65,308.47,415.93,0.0
5.0,594.14,18.41,-4.48486,13.004,294.163,91.356,58.62,308.85,414.56,0.0
5.0,567.68,17.75,-3.33719,8.939,139.442,36.177,54.58,315.94,409.3,0.0
5.0,590.53,18.52,-5.11174,9.881,239.997,87.381,57.38,319.4,415.01,0.0
5.0,620.88,19.33,-5.72037,10.824000000000002,258.736,95.451,61.59,322.68,419.63,0.0
5.0,645.12,19.48,-6.985119999999998,11.765999999999998,312.64,118.226,64.54,324.01,421.23,0.0
5.0,680.16,20.05,-6.85394,12.709,364.274,158.129,66.77,325.5,426.96,0.0
5.0,668.58,20.69,-5.51967,13.357,359.865,82.719,64.97,329.05,431.69,0.0
5.0,658.76,21.16,-5.24949,14.004,336.346,75.947,63.34,331.22,433.96,0.0
5.0,679.66,21.57,-5.87944,14.652,370.799,151.982,65.68,332.01,435.58,0.0
5.0,672.12,22.14,-3.94872,15.3,271.249,137.588,64.54,332.3,438.68,0.0
5.0,677.76,22.43,-4.19762,15.948,283.176,130.684,64.46,333.68,441.09,0.0
5.0,669.42,22.8,-3.93991,16.596,358.21,162.20600000000005,63.24,333.85,442.99,0.0
5.0,615.47,22.96,-3.2423900000000003,16.99,372.369,188.35,59.03,331.26,442.5,0.0
5.0,582.99,23.18,-3.32427,17.384,278.973,111.062,56.67,331.54,443.54,0.0
5.0,515.57,21.21,-10.4743,10.657,180.742,91.612,50.67,353.03,428.46,0.0
5.0,518.81,22.46,-8.57663,11.637,271.144,118.958,51.4,363.82,436.9,0.0
5.0,606.6,23.29,-6.93911,12.617,251.988,88.09100000000002,58.17,363.85,443.8,0.0
5.0,624.78,24.48,-3.96092,13.595999999999998,303.658,108.801,59.96,367.98,451.32,0.0
5.0,607.39,25.01,-8.46221,14.576,323.4120000000001,120.136,59.1,375.61,454.04,0.0
5.0,660.33,26.33,-5.22529,15.39,400.36300000000006,113.351,65.63,378.25,462.84,0.0
5.0,652.17,26.82,-7.33638,16.204,401.294,185.573,63.98,377.77,466.41,0.0
5.0,646.63,27.42,-3.12205,16.611,368.726,129.502,62.67,380.22,470.25,0.0
5.0,621.34,27.99,-2.3513,17.019000000000002,349.36300000000006,77.4,59.89,381.12,472.49,0.0
5.0,586.19,27.94,-2.80004,17.239,328.68,70.012,59.91,381.91,471.49,0.0
5.0,534.85,28.07,-2.44695,17.46,350.647,132.69799999999998,55.62,384.98,471.2,0.0
5.0,226.63,17.0,-5.38145,5.542999999999998,33.212,88.95299999999997,21.14,365.34,402.36,0.0
5.0,512.57,18.05,-6.80162,6.832999999999998,118.151,175.55,51.49,341.04,411.28,0.0
5.0,424.64,18.87,-7.6297,8.124,158.97299999999996,135.833,43.02,345.58,413.99,0.0
5.0,383.94,19.06,-8.6161,9.414,137.421,117.807,36.53,363.7,415.6,0.0
5.0,631.5,20.26,-7.6114,10.705,235.493,166.093,63.13,348.36,425.38,0.0
5.0,473.38,21.1,-6.57689,14.012,179.215,123.331,45.67,371.17,428.07,0.0
5.0,215.25,20.34,-3.56589,14.838,47.536,95.939,21.01,386.83,420.93,0.01
5.0,375.07,21.11,-6.57089,15.665,153.774,135.213,35.95,383.43,427.42,0.0
5.0,247.01,20.82,-3.05919,15.095,82.931,74.38600000000002,23.92,389.4,423.95,0.0
5.0,209.45,20.59,-2.4342,14.525,76.59899999999998,86.0,20.63,386.62,422.24,0.0
5.0,376.35,17.98,-8.50887,11.198,103.209,83.961,38.09,370.06,411.11,0.0
5.0,515.65,18.58,-9.92107,12.298,165.14,98.79,53.62,370.05,416.33,0.0
5.0,398.68,18.63,-9.27791,12.76,138.092,106.099,40.58,372.68,415.01,0.0
5.0,405.81,18.47,-8.97519,13.220999999999998,127.728,81.399,41.32,368.24,413.91,0.0
5.0,545.88,18.74,-11.2973,13.683,214.841,106.013,54.5,367.51,417.63,0.0
5.0,632.39,19.39,-12.4816,14.145,323.443,163.96900000000005,64.14,363.38,423.48,0.0
5.0,494.73,19.35,-9.16263,14.606,256.952,129.002,49.46,355.67,420.85,0.0
5.0,641.2,20.28,-6.15803,10.702,192.367,95.203,66.75,333.36,425.81,0.0
5.0,667.38,20.84,-5.82842,12.066,254.474,83.646,67.94,340.28,431.1,0.0
5.0,678.52,21.93,-7.6097199999999985,13.43,359.619,150.38,67.74,347.3,438.53,0.0
5.0,693.17,22.56,-6.0241,14.159,289.762,134.885,69.14,351.23,442.74,0.0
5.0,701.67,23.17,-7.3616100000000015,14.887,327.459,192.225,70.4,353.26,445.98,0.0
5.0,692.88,23.43,-5.0904,15.616,260.17400000000004,140.36700000000002,70.34,361.17,446.85,0.0
5.0,618.44,23.77,-5.6385,16.345,251.797,126.044,65.64,370.4,448.71,0.0
5.0,637.16,24.15,-5.26008,17.073,284.46,146.341,64.97,364.53,450.04,0.0
5.0,642.91,24.35,-4.93484,17.802,220.626,138.292,65.41,360.95,451.56,0.0
5.0,612.19,24.9,-5.30947,17.76,238.68,159.127,63.38,362.78,454.23,0.0
5.0,529.77,24.86,-4.0701800000000015,17.717,247.197,124.839,55.24,361.8,451.62,0.0
5.0,556.47,22.88,-6.82269,12.067,218.611,171.53,59.09,348.19,438.04,0.0
5.0,586.76,23.8,-8.13001,13.425999999999998,196.39,98.857,61.34,355.52,443.93,0.0
5.0,615.09,24.3,-8.40432,14.785,202.375,132.38299999999998,64.47,362.54,447.58,0.0
5.0,655.91,25.02,-6.88651,16.144000000000002,290.503,137.339,67.36,366.66,454.19,0.0
5.0,681.57,25.63,-5.6799800000000005,17.502,300.936,155.8,71.19,368.7,458.13,0.0
5.0,680.64,26.01,-5.65161,17.879,328.969,157.88,69.92,369.65,460.5,0.0
5.0,612.45,26.17,-5.35809,18.255,281.716,184.159,64.34,373.18,461.11,0.0
5.0,591.83,26.33,-5.110519999999998,18.631,349.665,147.02100000000004,62.33,380.34,461.74,0.0
5.0,622.85,26.58,-3.39137,19.007,302.407,126.34,62.88,372.51,463.61,0.0
5.0,657.25,27.19,-3.9672,19.383,364.1230000000001,186.485,67.3,375.09,467.82,0.0
5.0,366.48,26.57,-1.72933,19.76,208.777,121.92,36.21,386.82,459.65,0.0
5.0,391.05,26.42,-2.6266700000000003,20.025,192.323,134.109,41.29,392.19,459.56,0.0
5.0,334.26,26.57,-0.466622,20.29,121.468,86.113,32.69,389.83,458.81,0.0
5.0,550.85,24.92,-6.09984,13.609000000000002,152.78799999999995,193.968,58.02,363.41,449.89,0.0
5.0,592.4,25.75,-5.6274,14.98,238.352,189.544,62.15,367.14,456.26,0.0
5.0,637.19,26.05,-5.20126,16.352,226.138,149.346,67.43,369.57,458.66,0.0
5.0,567.03,26.25,-5.39231,17.723,283.119,125.848,59.91,374.56,459.03,0.0
5.0,672.21,26.69,-5.42355,19.094,244.379,197.971,71.24,384.38,464.16,0.0
5.0,628.44,26.93,-5.73786,19.686,281.835,112.01,67.35,382.11,465.1,0.0
5.0,512.34,26.82,-5.07686,20.278,247.914,175.149,53.8,406.34,464.49,0.0
5.0,593.35,27.74,-3.08772,21.462,195.287,128.376,58.43,387.62,469.53,0.0
5.0,379.19,27.45,-2.1365,22.053,197.835,152.496,41.81,396.61,465.92,0.0
5.0,482.54,27.8,-2.50125,22.645,200.665,140.61700000000002,50.91,398.21,469.82,0.0
5.0,343.85,27.49,-1.1822700000000002,22.58,133.72299999999998,108.72,33.67,394.97,465.46,0.0
5.0,472.54,27.79,-1.6757099999999998,22.515,192.226,111.853,49.33,400.68,468.49,0.0
5.0,541.1,23.26,-12.0134,12.247,197.05,89.036,60.42,370.02,441.18,0.0
5.0,284.74,21.44,-4.9539300000000015,14.377,71.73,129.232,28.92,384.64,428.69,0.0
5.0,166.63,21.04,-2.56069,15.443,46.544,110.894,15.99,392.22,424.62,0.04
5.0,584.81,23.69,-9.77281,15.638,140.48,142.007,57.49,371.96,445.62,0.0
5.0,643.54,24.56,-9.23045,15.421,234.08,125.086,65.22,370.38,452.0,0.0
5.0,302.64,24.39,-1.1947299999999998,12.505999999999998,62.679,40.181,30.93,385.7,445.83,0.0
5.0,538.94,15.83,-12.0766,4.177,210.7,210.961,58.88,330.55,399.59,0.0
5.0,539.85,16.51,-11.6754,4.5939999999999985,189.118,158.388,59.47,332.25,403.64,0.0
5.0,658.4,17.11,-14.7695,5.01,298.12,252.623,65.97,345.1,408.29,0.0
5.0,669.96,17.32,-13.5302,6.154,348.716,151.263,85.36,344.15,412.43,0.0
5.0,746.21,17.88,-15.2114,6.309,367.9380000000001,250.594,75.36,355.95,415.55,0.0
5.0,730.12,17.39,-13.4614,6.465,308.955,171.632,72.04,339.43,411.79,0.0
5.0,665.14,17.24,-11.8228,6.62,381.949,165.94099999999997,66.4,331.7,410.94,0.0
5.0,636.55,17.3,-10.3248,6.776,331.5630000000001,178.456,64.9,323.84,410.7,0.0
5.0,676.03,16.83,-11.2397,6.419,364.05800000000005,192.966,66.19,321.71,407.83,0.0
5.0,504.13,16.45,-9.07748,6.063,217.82,131.963,53.48,329.03,403.78,0.0
5.0,90.8,2.95,-2.45034,1.828,15.892,22.243,9.5,324.11,330.93,0.19
5.0,141.74,3.09,-3.1625400000000004,2.013,31.735,29.388,15.69,326.11,332.16,0.17
5.0,170.88,3.31,-5.04827,2.198,6.464,59.077,18.32,325.62,333.38,0.16
5.0,213.21,3.56,-7.0857800000000015,2.383,16.355999999999998,74.883,21.4,325.3,334.7,0.14
5.0,268.74,3.93,-7.62412,2.568,41.346,122.562,26.29,326.38,336.73,0.28
5.0,178.46,3.86,-3.97951,2.845,-35.312,72.721,18.71,325.51,335.64,0.94
5.0,199.88,4.3,-6.7526,3.1210000000000004,-13.557,125.981,18.17,325.32,338.14,0.08
5.0,161.64,4.14,-4.6619,3.397,-17.695999999999994,100.17,14.5,323.11,336.62,0.05
5.0,203.13,4.09,-5.0232199999999985,3.674,37.71,89.789,19.14,323.19,337.16,0.09
5.0,204.93,4.13,-7.65499,3.95,0.097,161.498,19.3,323.78,337.46,0.15
5.0,200.5,3.98,-7.611439999999999,4.227,-9.437,90.71,20.15,323.47,336.81,0.1
5.0,221.4,4.55,-6.852130000000002,4.167,-34.445,95.556,23.06,325.86,339.75,0.15
5.0,197.41,4.87,-8.52741,4.1080000000000005,28.502,174.32,20.48,327.01,340.96,0.08
5.0,292.55,6.02,-11.3806,3.837,98.054,84.09,31.76,324.73,346.74,0.0
5.0,211.06,6.19,-10.8358,4.053,89.12799999999999,87.811,22.88,324.7,346.78,0.0
5.0,254.48,6.62,-11.4328,4.27,72.314,72.02600000000002,27.04,324.48,349.54,0.0
5.0,277.56,7.14,-14.4705,4.4860000000000015,148.31799999999996,113.285,29.85,327.26,352.25,0.0
5.0,220.1,7.27,-10.683,4.703,92.959,91.954,25.08,330.19,352.16,0.0
5.0,184.95,7.38,-8.028189999999999,5.024,63.646,83.163,21.17,329.61,352.31,0.0
5.0,273.98,7.8,-9.92675,5.3439999999999985,85.301,82.09100000000002,29.55,329.44,355.37,0.0
5.0,323.01,8.48,-13.4406,5.665,141.048,114.483,34.86,331.84,359.07,0.0
5.0,316.62,8.56,-9.16628,5.985,121.363,65.973,34.05,332.21,359.71,0.0
5.0,211.06,8.64,-9.3321,6.305,81.945,89.57,22.52,333.14,359.06,0.0
5.0,186.64,8.88,-8.11157,6.626,58.917,82.781,20.39,334.9,359.8,0.0
5.0,228.6,8.83,-10.5307,6.409,92.094,94.742,26.59,333.13,359.57,0.0
5.0,234.01,8.91,-11.8922,6.191,58.93,145.841,27.07,335.65,360.13,0.08
5.0,229.2,8.69,-9.92079,3.38,122.6,101.631,23.59,330.25,358.58,0.14
5.0,155.32,7.25,-4.84253,3.353,-32.087,126.427,14.98,339.23,351.51,0.66
5.0,94.3,6.82,-3.63816,3.327,-69.26,132.201,9.44,337.46,348.82,0.5
5.0,94.01,6.46,-2.20793,3.3,-54.398,61.139,10.41,339.36,347.57,0.19
5.0,166.54,6.54,-5.242369999999998,3.273,-20.474,113.626,17.1,340.46,348.86,0.01
5.0,79.72,6.64,-3.31675,2.971,-15.112,44.658,9.02,341.89,348.55,0.05
5.0,63.04,6.7,-2.1198200000000003,2.669,-94.677,78.362,7.14,343.61,348.61,0.19
5.0,62.18,6.9,-0.978531,2.367,-22.483,34.693000000000005,6.39,344.56,349.68,1.02
5.0,57.59,7.1,-0.425508,2.065,-42.709,32.039,5.59,344.83,350.3,0.84
5.0,62.92,7.22,-1.42057,1.7619999999999998,-54.04600000000001,44.977,6.12,344.71,350.74,0.15
5.0,91.55,7.45,-3.25085,1.46,-12.037,71.976,8.66,345.28,352.12,0.06
5.0,48.02,7.6,-2.16867,1.3090000000000002,-42.729,86.083,4.74,346.08,352.35,0.21
5.0,43.36,7.59,0.333093,1.157,-60.633,52.557,4.97,346.79,352.49,1.03
5.0,530.82,12.88,-14.6179,1.086,189.407,177.2,54.46,356.33,386.5,0.0
5.0,673.24,13.93,-19.6421,1.215,383.02,406.502,62.38,352.67,393.77,0.0
5.0,312.9,10.62,-12.462,3.202,10.019,219.282,33.61,346.37,370.0,0.0
5.0,455.43,11.55,-17.1842,3.59,143.795,213.361,47.06,349.85,376.48,0.0
5.0,554.99,12.43,-15.5721,3.978,213.865,204.97,59.78,335.02,381.8,0.0
5.0,334.54,12.24,-9.92167,4.3660000000000005,139.286,63.017,37.6,342.67,378.7,0.02
5.0,386.59,12.46,-8.85777,4.557,128.679,75.947,43.96,344.06,381.03,0.0
5.0,356.98,12.93,-10.9515,4.748,116.207,121.71,38.13,351.16,382.13,0.0
5.0,307.76,12.96,-12.5552,4.939,111.402,150.595,32.33,352.31,382.4,0.0
5.0,355.19,12.27,-6.9157600000000015,4.839,79.944,88.279,34.21,361.0,380.22,0.0
6.0,312.88,9.6,-12.6654,2.839,120.47,70.50399999999998,26.31,349.9,367.01,0.0
6.0,268.28,10.18,-11.9355,4.952,119.502,114.521,31.2,354.89,369.22,0.0
6.0,478.27,10.94,-15.185,5.6560000000000015,179.185,119.639,48.88,351.8,375.86,0.0
6.0,445.6,11.03,-14.9552,6.13,180.65,130.916,49.73,354.64,376.02,0.0
6.0,451.26,11.69,-15.934,6.604,163.991,101.103,49.35,357.65,380.1,0.0
