MONTH,Rg,T,NEE,VPD,H,LE
8.0,476.22,16.45,-12.8451,8.742,116.33,122.55
8.0,535.96,17.23,-0.8532299999999999,9.95,146.73,193.15
8.0,580.38,18.77,-10.757,10.253,132.87,147.1
8.0,541.19,18.88,-11.8376,10.825,167.18,186.37
8.0,490.48,19.23,-9.23338,10.808,142.04,183.75
8.0,512.13,19.41,-11.2054,11.026,142.49,193.67
8.0,563.35,19.64,-10.8004,10.94,114.41,159.57
8.0,329.66,19.59,-4.83629,10.744000000000002,86.685,118.42
8.0,291.97,19.6,-9.34028,10.902000000000001,62.692,146.72
8.0,480.24,20.38,-11.0647,12.025,144.42,193.2
8.0,179.85,14.11,-7.00887,2.102,85.557,77.455
8.0,265.05,14.46,-15.2687,2.764,111.24,68.801
8.0,358.24,14.86,-12.8579,4.061,144.41,153.44
8.0,407.81,15.14,-15.6824,4.978,151.81,108.83
8.0,393.13,15.49,-14.0457,5.348,135.14,125.24
8.0,494.28,16.25,-11.9143,6.763999999999999,139.07,150.23
8.0,477.49,16.78,-14.9281,7.676,167.43,185.52
8.0,518.4,16.56,-11.7243,7.442,185.61,159.28
8.0,605.39,17.12,-16.1635,8.586,225.03,237.33
8.0,596.31,17.33,-12.5193,9.793,196.51,260.54
8.0,411.11,16.81,-11.5028,9.501,148.8,197.23
8.0,495.16,13.77,-9.693389999999999,6.582000000000001,101.52,76.42699999999999
8.0,537.52,14.52,-12.9595,7.778,172.73,136.29
8.0,453.48,14.55,-8.24806,8.272,89.818,95.49799999999999
8.0,375.19,14.57,-8.49141,8.054,65.73100000000001,106.38
8.0,612.5,15.16,-14.245,8.504,209.83,196.37
8.0,250.46,15.15,-8.01138,8.269,75.881,118.87
8.0,510.52,15.76,-11.2711,8.927,142.36,193.39
8.0,402.67,15.62,-11.0783,9.179,96.15899999999999,170.14
8.0,266.58,15.65,-7.57459,8.891,49.75899999999999,95.962
8.0,214.65,15.44,-7.83443,8.456,30.831,98.586
8.0,574.0,14.91,-11.2644,9.226,160.34,86.28200000000001
8.0,598.65,15.26,-11.5625,9.587,202.99,178.45
8.0,599.99,15.75,-14.7161,10.12,267.56,232.07
8.0,578.32,16.06,-16.4346,10.177,279.54,215.72
8.0,537.65,16.42,-14.3136,10.415,247.34,236.12
8.0,534.75,16.56,-10.5395,10.652999999999999,182.9,163.77
8.0,556.04,16.41,-10.4272,10.36,170.54,219.02
8.0,583.2,16.81,-10.7773,11.027000000000001,146.77,136.56
8.0,597.26,17.47,-9.6281,11.489,125.41,158.04
8.0,603.5,17.81,-9.44341,12.244000000000002,126.96,174.05
8.0,599.48,18.37,-8.65367,12.862,123.63,130.18
8.0,576.36,18.71,-10.3845,13.302999999999999,131.0,157.1
8.0,566.25,19.1,-9.58122,13.609000000000002,78.26899999999999,152.47
8.0,536.69,19.37,-9.05028,13.509,127.25,174.58
8.0,502.97,19.44,-7.49012,13.520999999999999,91.87200000000001,146.61
8.0,458.18,19.69,-5.64295,13.822000000000001,53.662,97.00299999999999
8.0,576.88,19.86,-10.8805,10.25,176.69,136.2
8.0,569.91,19.98,-9.532739999999999,10.25,176.69,158.79
8.0,561.25,20.11,-11.8925,10.222000000000001,179.15,204.18
8.0,550.2,20.45,-9.92326,10.276,169.36,224.16
8.0,522.98,20.69,-8.72147,9.695,169.01,229.39
8.0,457.1,20.86,-6.9664,8.766,69.958,152.65
8.0,455.83,17.91,-10.7872,8.766,96.45,117.56
8.0,434.89,18.38,-10.9291,7.736000000000001,117.14,143.63
8.0,429.81,18.86,-10.9512,7.382000000000001,91.167,154.32
8.0,449.84,19.4,-13.4022,8.525,123.3,196.28
8.0,557.25,19.88,-11.3833,9.946,139.53,152.94
8.0,607.37,20.11,-12.2016,10.073,212.9,177.04
8.0,599.96,20.25,-10.3962,10.016,197.07,142.12
8.0,594.76,20.65,-12.3934,9.724,217.43,169.57
8.0,569.34,20.88,-9.9654,9.808,140.62,213.89
8.0,545.44,20.93,-10.1627,9.587,182.13,160.83
8.0,482.59,20.92,-10.2328,8.742,174.59,141.12
8.0,456.81,21.09,-8.63931,8.766,167.1,186.54
8.0,469.69,17.34,-13.392000000000001,8.972000000000001,201.55,132.6
8.0,501.96,17.97,-10.8315,9.343,170.14,144.84
8.0,540.42,18.62,-11.5596,9.459,184.21,179.12
8.0,545.85,19.17,-12.0674,9.621,206.47,172.95
8.0,520.73,19.41,-13.9499,9.216000000000001,228.51,215.19
8.0,465.36,19.42,-12.4183,8.9,154.45,131.36
8.0,406.76,19.79,-12.7366,7.356,164.08,182.31
8.0,563.44,20.39,-14.3164,9.613,208.39,220.79
8.0,410.94,20.51,-8.64365,7.281000000000001,110.9,147.71
8.0,529.97,21.02,-12.3943,9.427999999999999,195.79,218.12
8.0,416.51,20.96,-10.0973,7.399,119.13,197.65
8.0,407.76,21.18,-7.2726,7.0360000000000005,94.353,152.72
8.0,390.03,14.07,-20.6357,6.785,166.29,174.1
8.0,361.12,14.4,-14.6849,6.541,113.13,162.64
8.0,456.32,14.7,-17.9802,8.521,165.95,198.99
8.0,513.94,15.05,-14.5844,8.655,190.86,140.33
8.0,459.87,15.39,-15.4023,8.28,194.9,194.18
8.0,446.87,15.44,-13.7918,8.212,156.4,149.9
8.0,438.62,15.35,-18.0011,7.653,196.65,213.95
8.0,440.2,15.69,-11.3894,7.653,164.64,167.11
8.0,379.41,15.49,-12.3202,6.752000000000001,137.22,238.44
8.0,273.18,14.8,-11.3763,7.377999999999999,54.488,109.2
8.0,374.75,15.14,-13.4312,6.711,135.86,163.28
8.0,360.21,13.49,-15.7415,7.335,119.45,110.35
8.0,458.56,14.22,-15.5687,8.642000000000001,160.4,100.79
8.0,370.29,14.58,-10.6578,7.335,102.7,120.21
8.0,455.59,14.95,-16.124000000000002,8.691,151.26,158.01
8.0,519.73,16.12,-14.3383,8.43,182.11,159.65
8.0,442.55,16.16,-13.7232,8.072000000000001,150.11,122.21
8.0,442.53,16.09,-14.0564,8.072000000000001,133.15,113.41
8.0,236.95,15.86,-10.1431,6.275,29.655,130.79
8.0,329.35,16.3,-15.5453,7.542000000000001,104.82,159.51
8.0,282.82,16.21,-16.1592,6.867000000000001,100.24,234.74
8.0,280.21,16.06,-11.7687,7.329,44.863,130.51
9.0,83.58,12.74,-0.969706,2.2680000000000002,-7.6677,12.633
9.0,124.17,12.58,-2.97447,2.436,12.855,10.959000000000001
9.0,72.49,12.37,-0.11613,2.657,14.995,11.95
9.0,74.19,12.19,-1.0681399999999999,2.238,13.53,-3.8551
9.0,81.57,12.33,-1.9597900000000001,2.2680000000000002,6.1101,5.9552
9.0,104.82,12.85,-1.9254200000000001,2.2680000000000002,-21.908,9.2579
9.0,160.46,13.46,-5.80041,3.968,-4.7231,22.768
9.0,120.93,13.76,-6.705,2.494,-18.429000000000002,71.899
9.0,143.68,14.21,-5.43149,3.174,-34.931999999999995,88.35600000000001
9.0,92.61,14.09,-3.29242,2.324,-71.35300000000001,43.54600000000001
9.0,49.32,13.99,0.385498,1.815,-52.51,45.442
9.0,525.44,14.62,-9.89216,7.872999999999999,196.16,175.55
9.0,363.27,14.35,-9.62092,6.087999999999999,68.472,138.2
9.0,535.74,16.7,-11.8544,6.331,201.95,93.896
9.0,204.51,16.57,-7.140510000000001,7.002999999999999,55.174,97.73700000000001
9.0,446.89,18.19,-9.88315,8.286,101.96,142.74
9.0,460.48,18.25,-9.77491,9.654,94.291,186.65
9.0,469.02,19.36,-7.9356800000000005,11.466,116.1,169.92
9.0,428.32,19.52,-6.897139999999999,11.279000000000002,105.04,88.52600000000001
9.0,226.03,11.73,-10.3057,0.544,60.82899999999999,84.675
9.0,420.83,12.43,-11.8037,1.224,202.96,128.7
9.0,472.44,13.26,-12.8826,1.885,209.32,88.086
9.0,523.34,14.92,-12.7056,4.518,194.69,126.6
9.0,535.22,15.72,-8.59913,5.718999999999999,191.9,148.68
9.0,538.08,16.27,-9.76711,6.48,167.61,90.194
9.0,522.63,17.46,-9.93181,8.405,199.17,106.93
9.0,501.75,17.69,-8.47371,8.609,139.41,114.39
9.0,472.38,17.89,-7.96374,8.814,173.74,116.09
9.0,431.94,18.13,-6.05514,8.95,193.66,107.89
9.0,128.32,12.69,-2.5007099999999998,1.182,50.302,52.32899999999999
9.0,292.72,13.36,-15.3857,1.9880000000000002,137.85,53.449
9.0,502.02,15.25,-13.1309,4.856,226.22,113.64
9.0,519.1,16.28,-11.8081,6.332000000000001,225.89,201.91
9.0,511.55,16.37,-10.2102,6.82,140.71,111.68
9.0,522.1,16.87,-10.3814,7.236000000000001,142.71,99.462
9.0,518.72,17.14,-10.5026,7.562,158.62,123.3
9.0,454.6,16.92,-10.47,6.6739999999999995,152.84,117.88
9.0,387.21,16.88,-9.28445,6.267,124.62,120.77
9.0,288.81,16.75,-8.00124,5.8629999999999995,91.79700000000001,80.76100000000001
9.0,467.18,18.2,-9.06519,8.637,95.99799999999999,91.97
9.0,463.5,20.82,-7.529560000000001,12.737,98.98700000000001,176.04
9.0,440.58,20.83,-8.45979,12.885,85.081,143.91
9.0,420.88,20.92,-7.5691,12.769,85.20100000000001,113.71
9.0,269.26,20.6,-4.84098,11.369000000000002,32.446,100.11
9.0,205.57,15.47,-5.36177,1.187,40.032,111.53
9.0,214.12,12.82,-12.1321,3.767,57.683,77.253
9.0,388.02,13.5,-14.6801,4.441,112.97,132.97
9.0,470.98,14.48,-16.1319,6.079,238.0,148.51
9.0,497.54,15.0,-12.7251,6.52,200.19,94.355
9.0,356.83,14.79,-11.3409,6.382999999999999,166.21,127.1
9.0,475.66,15.13,-15.1298,6.667000000000001,234.54,136.88
9.0,434.55,15.29,-12.5115,6.91,164.81,123.91
9.0,525.54,16.01,-11.2159,8.086,219.85,140.23
9.0,460.06,16.01,-12.9351,8.139,235.04,170.27
9.0,334.26,15.43,-7.952160000000001,7.316,107.14,118.48
9.0,307.18,14.11,-8.83159,2.161,71.382,42.235
9.0,178.11,14.6,-3.16403,2.412,40.4,49.571000000000005
9.0,176.26,14.32,-7.43385,2.117,62.856,63.208999999999996
9.0,239.71,14.76,-7.432010000000001,2.56,52.756,34.681999999999995
9.0,200.17,14.97,-7.6307,2.5860000000000003,68.278,47.511
9.0,86.89,14.81,-0.041191000000000005,2.314,12.718,30.250999999999998
9.0,81.72,14.45,-1.32796,1.916,19.202,28.615
9.0,60.65,13.98,-0.261254,1.4609999999999999,11.283,14.93
9.0,163.07,13.46,-4.57442,0.519,-1.6740000000000002,36.67
9.0,126.54,13.73,-3.61202,0.473,-0.22751999999999997,42.676
9.0,452.92,14.69,-11.7194,1.301,158.5,154.89
9.0,407.72,15.31,-10.499,6.42,164.78,93.609
9.0,345.3,17.45,-10.1406,4.422,179.53,130.98
9.0,450.69,14.72,-6.00499,8.048,130.73,107.76
9.0,465.0,16.3,-1.7527099999999998,8.113999999999999,167.72,201.93
9.0,471.41,17.12,-9.96781,7.917999999999999,187.64,189.07
9.0,419.69,17.44,-6.667489999999999,6.973,139.35,109.48
9.0,440.46,17.61,-9.023480000000001,7.81,167.07,130.28
9.0,428.03,17.72,-5.97147,8.075,178.99,199.65
9.0,404.43,17.96,-8.624139999999999,8.158999999999999,189.41,169.32
9.0,270.87,17.56,-7.661580000000001,7.672999999999999,87.64399999999999,115.27
9.0,179.26,10.76,-8.78961,1.083,55.78,25.996
9.0,319.49,13.42,-10.74,3.639,116.89,91.352
9.0,185.2,13.53,-9.679030000000001,4.079,42.723,80.35
9.0,222.77,13.94,-9.04747,4.982,53.983999999999995,64.046
9.0,107.55,13.8,-3.28223,4.814,-6.1464,77.554
9.0,105.43,13.65,-4.7897,4.635,-8.1415,68.704
9.0,176.69,14.1,-6.9135100000000005,5.183,23.737,92.32799999999999
9.0,126.63,14.0,-4.37159,4.837,16.701,52.033
9.0,109.39,13.65,-3.83362,4.177,13.564,59.016000000000005
9.0,99.61,11.87,-5.37195,1.515,30.74,43.968999999999994
9.0,66.57,12.08,-3.8108800000000005,2.008,6.195,28.38
9.0,147.33,12.75,-5.68605,3.0410000000000004,40.436,83.926
9.0,92.53,12.51,-2.98318,2.7760000000000002,14.04,46.73
9.0,83.25,12.41,-2.6337099999999998,2.476,2.4330000000000003,31.406999999999996
9.0,126.34,12.91,-5.22547,3.07,12.587,66.407
9.0,54.06,12.74,6.48183,3.3169999999999997,-53.805,-17.678
9.0,24.94,11.67,2.39007,3.016,0.70619,47.887
9.0,26.97,11.43,0.310116,2.678,-8.8092,20.271
9.0,262.44,12.64,-10.2357,2.947,98.185,85.331
9.0,311.09,13.33,-12.5802,3.6310000000000002,109.34,176.52
9.0,235.02,13.44,-5.35769,4.306,38.266999999999996,93.272
9.0,247.64,13.28,-10.8316,3.918,80.753,64.933
9.0,252.41,13.51,-11.6283,4.218,89.73299999999999,148.98
9.0,337.72,13.89,-10.765,4.766,95.134,120.33
9.0,325.04,14.32,-10.5396,5.747999999999999,139.3,98.521
9.0,316.78,14.38,-10.6016,5.8660000000000005,109.91,88.889
9.0,248.22,14.35,-11.1656,5.794,86.721,95.286
9.0,225.68,14.37,-9.12658,5.846,52.788000000000004,110.84
9.0,277.09,14.57,-11.0474,6.129,95.055,89.406
9.0,275.87,14.12,-12.2017,3.4339999999999997,136.98,69.51100000000001
9.0,258.16,14.14,-11.5989,3.319,148.68,85.90100000000001
9.0,269.77,14.56,-12.3252,4.034,153.31,107.04
9.0,276.56,14.82,-11.7437,4.757,128.36,67.26
9.0,127.44,14.51,-4.11327,4.254,42.519,54.236999999999995
9.0,85.37,14.08,-4.3508,3.859,20.016,67.832
9.0,166.86,14.36,-7.781910000000001,4.031000000000001,44.222,42.64
9.0,277.37,14.73,-13.5253,4.191,114.06,102.1
9.0,217.64,14.88,-8.62474,4.74,87.479,70.785
9.0,87.92,13.1,-3.62051,2.0,30.576,34.654
9.0,69.68,13.21,-1.40584,2.052,20.97,33.014
9.0,44.29,13.21,0.436961,2.01,4.7139999999999995,28.166999999999998
9.0,47.89,13.24,-0.555737,1.892,5.1243,19.429000000000002
9.0,54.12,13.35,-0.23805300000000001,1.99,14.481,33.461999999999996
9.0,48.62,13.31,0.749815,1.946,12.019,25.701
9.0,48.89,13.24,-0.40286500000000003,1.838,16.732,25.901
9.0,36.8,13.12,2.1454,1.723,11.515,20.187
9.0,50.79,13.15,-0.800321,1.652,18.559,14.547
9.0,42.85,13.21,-0.46605100000000005,1.633,14.748,25.12
9.0,57.31,13.11,-1.09861,1.337,3.9984,6.9801
9.0,283.52,13.19,-12.1088,0.018000000000000002,101.19,109.2
9.0,153.14,12.94,-6.896739999999999,0.018000000000000002,42.647,78.328
9.0,152.87,12.96,-6.37599,0.018000000000000002,47.71,61.236000000000004
9.0,135.19,13.06,-6.44508,0.02,49.233000000000004,85.257
9.0,130.2,13.38,-4.68075,0.02,28.414,56.357
9.0,122.73,13.58,-4.63459,0.02,32.089,69.971
9.0,76.81,13.55,-1.55263,0.02,5.2245,52.303000000000004
9.0,51.68,13.39,1.1751200000000002,0.02,-3.7073,26.759
9.0,54.03,12.63,0.26903,0.018000000000000002,25.97,-20.114
9.0,44.3,12.13,0.936918,0.017,14.984000000000002,-12.544
9.0,97.8,13.32,-1.0963,1.943,7.9508,52.082
9.0,104.45,13.29,-1.32437,1.902,14.674000000000001,63.364
9.0,122.8,13.51,-1.57782,1.806,23.166999999999998,48.547
9.0,63.67,12.93,1.84355,1.3319999999999999,20.984,47.085
9.0,220.99,8.19,-6.20239,0.179,27.451,118.35
9.0,358.62,8.95,-10.4498,0.299,23.491999999999997,187.83
9.0,389.45,9.13,-8.47113,0.244,51.356,213.32
9.0,297.13,10.61,-8.04768,3.515,48.257,178.47
9.0,260.68,10.3,-9.30297,3.05,46.798,127.78
9.0,91.54,7.92,-2.23604,0.494,47.295,42.36600000000001
9.0,131.26,8.23,-4.0815,0.5920000000000001,14.71,78.33800000000001
9.0,152.41,8.77,-4.691669999999999,0.946,41.684,97.72399999999999
9.0,153.2,8.76,-6.45668,0.736,61.919,103.98
9.0,106.61,8.74,-2.5514900000000003,0.679,17.851,87.70299999999999
9.0,146.54,8.93,-4.402769999999999,0.9009999999999999,31.41,114.83
9.0,73.83,8.12,0.874977,0.441,-5.1582,73.937
9.0,129.58,4.7,-3.4975099999999997,1.8559999999999999,8.6868,64.732
9.0,126.54,4.76,-2.75007,2.041,4.5086,43.729
9.0,122.39,4.83,-3.89802,2.1319999999999997,-4.8686,53.016999999999996
9.0,244.39,4.96,-8.15361,2.151,43.562,79.17399999999999
9.0,268.61,5.36,-8.31024,2.275,78.938,92.869
9.0,240.93,5.07,-7.3425,1.9680000000000002,64.7,60.632
9.0,337.77,5.71,-10.2184,2.494,117.94,87.79299999999999
9.0,168.06,5.24,-6.83847,1.771,26.498,108.06
9.0,149.32,5.26,-3.9142,2.085,19.016,28.26
9.0,301.62,2.33,-6.44311,2.24,130.91,75.38
9.0,335.73,2.97,-6.58305,2.523,132.18,57.511
9.0,355.75,3.02,-7.2949600000000006,2.62,117.99,70.117
9.0,346.04,3.44,-9.14078,2.8139999999999996,159.76,75.483
9.0,364.31,4.17,-8.73497,3.04,148.77,86.52799999999999
9.0,416.22,4.52,-8.454260000000001,2.97,134.44,74.015
9.0,418.71,4.58,-7.90867,2.423,175.63,50.434
9.0,105.19,3.2,-4.12717,0.45399999999999996,4.0993,47.492
9.0,98.25,3.21,-3.05211,0.392,-41.38,55.133
9.0,82.43,3.12,-2.70119,0.35600000000000004,-45.688,52.196999999999996
9.0,67.25,3.06,-1.2258799999999999,0.308,13.037,20.859
9.0,60.85,3.12,-1.1300700000000001,0.281,-21.583000000000002,34.461
9.0,94.47,3.22,-1.71144,0.32,-46.77,24.97
9.0,87.03,3.46,-1.9782099999999998,0.349,-4.3207,32.108000000000004
9.0,85.65,3.42,-2.37851,0.285,-42.763999999999996,49.097
9.0,100.75,3.63,-1.5239200000000002,0.34600000000000003,-28.339000000000002,48.365
9.0,162.28,6.29,-4.97444,1.234,25.815,41.781000000000006
9.0,189.22,6.64,-6.970960000000001,1.663,52.343999999999994,75.97399999999999
9.0,126.2,6.66,-4.44422,1.5590000000000002,39.894,66.635
9.0,129.66,6.74,-5.60072,1.8769999999999998,45.468999999999994,58.531000000000006
9.0,150.71,6.86,-7.073930000000001,1.919,52.553000000000004,103.94
9.0,126.3,7.08,-5.628480000000001,2.1919999999999997,56.729,56.643
9.0,126.22,5.5,-3.50052,0.821,2.6494,34.332
9.0,65.04,5.66,-0.915819,0.745,-0.16827,30.105
9.0,101.13,6.03,-3.8117699999999997,0.902,12.662,43.748999999999995
9.0,234.31,7.23,-6.96196,1.88,120.13,115.06
9.0,340.54,8.02,-9.94823,2.7239999999999998,129.16,84.712
9.0,246.21,8.47,-9.218760000000001,3.248,88.069,107.94
9.0,177.69,8.31,-3.2631900000000003,3.0589999999999997,60.418,74.513
9.0,148.73,4.36,-4.233569999999999,1.6230000000000002,-9.762,39.291
9.0,173.17,4.66,-4.82495,1.915,10.889000000000001,30.026999999999997
9.0,242.46,5.16,-7.95476,2.2680000000000002,29.491999999999997,54.907
9.0,290.5,5.45,-8.30364,2.946,58.336999999999996,41.193000000000005
9.0,180.43,5.62,-6.8837600000000005,2.862,43.701,43.308
9.0,189.59,5.65,-4.37782,2.859,34.736999999999995,45.933
9.0,115.22,5.39,-3.4988699999999997,2.6630000000000003,3.4393,44.226000000000006
9.0,115.48,5.38,-5.41901,2.548,15.235999999999999,45.117
9.0,104.03,5.37,-2.65918,2.469,-4.6994,27.929000000000002
9.0,157.72,2.11,-4.74595,1.53,54.361999999999995,66.39699999999999
9.0,195.49,2.61,-6.66098,2.005,59.144,48.924
9.0,216.15,3.18,-8.25878,2.734,59.857,63.028
9.0,210.61,3.56,-8.28401,3.295,52.336000000000006,41.536
9.0,178.59,3.66,-8.76682,3.705,46.771,107.46
9.0,151.28,3.73,-5.66791,3.833,22.759,46.818999999999996
9.0,125.54,3.49,-3.13883,3.4589999999999996,8.9021,31.151
9.0,129.77,3.63,-5.08279,3.548,3.2411,64.318
9.0,137.18,3.61,-4.37451,3.4810000000000003,20.82,36.650999999999996
10.0,169.17,3.32,-6.33148,2.062,51.608999999999995,56.336999999999996
10.0,127.82,3.36,-4.89111,1.7530000000000001,29.802,42.888999999999996
10.0,132.73,3.46,-5.279,1.839,32.656,50.753
10.0,116.97,3.44,-5.00226,1.7,33.55,52.6
10.0,126.6,3.5,-4.93975,1.73,31.563000000000002,48.293
10.0,130.91,4.33,-4.2704,1.8159999999999998,33.541,2.4803
10.0,159.61,4.91,-5.26729,2.114,58.619,21.56
10.0,133.85,5.34,-4.8884099999999995,1.857,51.89,26.319000000000003
10.0,212.26,5.92,-8.38787,2.34,85.745,55.783
10.0,172.03,6.29,-6.2241599999999995,2.129,64.921,38.9
10.0,139.39,6.3,-4.66547,1.94,44.214,55.968
10.0,168.57,6.58,-5.1855,2.15,42.949,33.164
10.0,234.77,6.96,-8.10013,2.26,90.081,53.475
10.0,80.78,5.99,-1.84379,1.475,27.074,20.904
10.0,98.65,6.25,-1.96061,1.5659999999999998,27.548000000000002,39.61
10.0,117.03,6.54,-3.18854,1.817,50.075,27.371
10.0,145.16,6.76,-5.113180000000001,2.133,79.304,60.354
10.0,209.98,7.15,-6.12967,2.3680000000000003,83.84700000000001,45.146
10.0,346.49,9.08,-7.40901,3.137,120.96,33.819
10.0,318.56,9.74,-4.95811,2.835,101.78,48.839
10.0,288.0,10.13,-5.36201,2.821,101.08,43.688
10.0,152.19,6.98,-4.4455800000000005,2.2640000000000002,26.801,60.038999999999994
10.0,196.29,7.24,-6.24815,2.435,52.303000000000004,50.676
10.0,305.32,7.89,-8.703439999999999,2.835,136.69,60.035
10.0,388.91,8.75,-10.481,3.5210000000000004,171.27,73.24
10.0,331.34,9.18,-7.24821,2.835,98.219,65.233
10.0,366.19,9.96,-7.539160000000001,4.221,142.43,78.029
10.0,312.05,9.94,-6.37214,2.835,138.96,67.735
10.0,306.09,10.04,-8.2617,2.835,117.37,89.125
10.0,285.97,10.39,-7.246460000000001,2.821,119.21,96.397
10.0,64.09,8.55,-1.8040200000000002,1.929,26.316999999999997,21.729
10.0,142.75,8.83,-6.16087,2.448,30.47,34.747
10.0,186.87,9.39,-7.286289999999999,2.512,73.70100000000001,47.102
10.0,174.7,9.88,-4.95159,2.512,61.848,44.31
10.0,215.43,10.31,-7.64452,2.7119999999999997,83.432,33.324
10.0,193.13,11.04,-7.73722,2.641,74.251,66.71600000000001
10.0,115.22,11.01,-4.50007,2.39,34.235,46.78
10.0,151.69,11.31,-3.66705,2.617,53.053000000000004,46.698
10.0,122.0,11.26,-4.74815,2.398,56.582,62.412
10.0,131.09,8.11,-7.655530000000001,2.6430000000000002,76.251,60.854
10.0,185.39,8.52,-8.27524,2.758,110.73,72.26899999999999
10.0,261.46,9.22,-9.77102,2.84,145.49,101.96
10.0,235.72,9.29,-8.200239999999999,2.7230000000000003,117.71,53.457
10.0,306.35,9.87,-8.39161,2.082,91.025,65.043
10.0,311.63,10.26,-9.65847,2.326,124.1,94.169
10.0,81.73,8.92,-1.25169,3.5010000000000003,13.950999999999999,27.156999999999996
10.0,158.64,9.09,-4.4890300000000005,3.591,35.643,30.218000000000004
10.0,226.79,10.04,-5.80176,3.5,52.504,30.95
10.0,181.73,10.46,-5.59382,3.673,44.724,32.556
10.0,204.91,10.43,-5.46211,3.7110000000000003,77.301,42.168
10.0,179.38,12.15,-4.68635,4.873,18.29,41.558
10.0,30.77,10.93,2.26629,0.494,2.957,17.744
10.0,32.93,10.86,2.09963,0.502,14.716,45.908
10.0,46.63,10.75,2.0674200000000003,0.509,1.6908,21.48
10.0,44.83,10.8,1.07964,0.512,35.338,-2.9341
10.0,29.89,10.75,0.7364149999999999,0.515,24.482,12.501
10.0,34.14,10.71,3.0295400000000003,0.518,9.3348,-10.747
10.0,21.88,10.63,3.1245700000000003,0.521,-11.887,17.245
10.0,36.05,10.53,1.3377700000000001,0.524,1.0101,11.583
10.0,25.7,10.47,1.23922,0.527,13.636,21.636
10.0,257.23,9.29,-8.03411,1.2570000000000001,80.806,84.70700000000001
10.0,157.72,9.11,-4.10497,1.348,39.431999999999995,63.699
10.0,265.64,5.42,-6.43609,1.864,36.179,96.319
10.0,242.61,5.64,-5.67157,2.13,38.847,57.907
10.0,236.88,6.23,-8.676910000000001,2.396,99.09,70.904
10.0,289.0,6.79,-7.2054,2.675,117.28,94.601
10.0,296.85,7.31,-5.92901,2.9539999999999997,127.52,91.713
10.0,285.99,7.62,-6.63558,3.234,101.71,103.96
10.0,271.38,7.81,-5.81406,3.513,111.4,107.75
10.0,256.91,7.99,-4.883290000000001,3.793,102.93,98.285
10.0,231.33,8.37,-5.0555699999999995,4.072,90.021,73.072
10.0,131.18,4.28,-2.53761,1.587,-24.342,-15.947000000000001
10.0,140.94,4.96,-4.94419,1.8730000000000002,-5.4212,24.337
10.0,126.32,5.62,-3.99304,2.1590000000000003,11.767000000000001,-6.7552
10.0,257.34,7.42,-9.34572,2.642,127.44,55.652
10.0,225.49,8.09,-7.695860000000001,2.883,106.72,76.329
10.0,177.95,7.9,-7.000789999999999,3.125,108.19,47.265
10.0,178.48,7.87,-5.2775300000000005,3.366,83.684,30.595
10.0,173.28,8.15,-6.03224,3.6069999999999998,105.21,44.797
10.0,150.23,7.04,-5.92105,3.097,12.838,49.556999999999995
10.0,184.53,7.17,-5.95247,3.4019999999999997,37.141,30.576
10.0,185.62,7.5,-6.0182,3.707,47.049,24.711
10.0,211.45,8.12,-8.44063,3.946,74.009,55.653999999999996
10.0,231.93,8.68,-8.55755,4.185,103.11,52.03
10.0,149.69,8.89,-3.5982800000000004,4.4239999999999995,54.022,38.13
10.0,77.62,8.65,-1.1550799999999999,4.663,20.761,58.92100000000001
10.0,181.24,8.84,-6.4529,5.141,40.738,49.027
10.0,265.6,3.21,-6.09465,2.7489999999999997,68.964,36.727
10.0,281.37,3.82,-5.4512599999999996,3.127,78.058,36.62
10.0,272.78,4.13,-4.2647,3.28,76.973,24.516
10.0,252.93,4.43,-6.39002,3.432,124.05,50.486000000000004
10.0,246.95,5.09,-6.556610000000001,3.585,137.89,41.688
10.0,236.89,5.4,-5.801069999999999,3.738,114.05,36.792
10.0,262.73,5.96,-4.96818,3.89,134.15,53.403
10.0,178.56,6.02,-4.20099,4.043,76.13600000000001,30.857
10.0,133.68,7.63,-3.80778,1.05,66.15100000000001,16.980999999999998
10.0,170.48,7.45,-6.53221,1.202,85.65700000000001,38.224000000000004
10.0,257.65,7.94,-7.68173,1.3530000000000002,148.13,86.823
10.0,272.07,7.84,-7.73274,1.499,159.78,59.733999999999995
10.0,213.26,8.26,-8.8425,1.9369999999999998,133.53,64.837
10.0,195.33,8.65,-7.52382,2.083,116.72,69.236
10.0,228.11,-0.01,-4.70071,1.608,75.324,14.689
10.0,250.65,0.51,-5.6916400000000005,1.7890000000000001,84.545,24.250999999999998
10.0,227.73,0.93,-5.29683,1.969,88.54299999999999,27.704
10.0,176.0,0.96,-4.79073,2.119,60.06100000000001,26.13
10.0,66.93,-0.64,-0.43758,1.237,-9.5761,2.0136
10.0,63.5,-0.08,-3.17266,1.329,0.5475,5.4968
10.0,51.56,0.31,-2.4411099999999997,1.422,-5.043,5.8344
10.0,38.97,0.44,-1.84192,1.382,-15.092,18.822
10.0,38.86,0.0,-0.665421,1.3419999999999999,-7.8936,-3.2195
10.0,46.18,-0.08,-2.03348,1.3019999999999998,-2.8345,-6.8724
10.0,45.46,-0.12,-1.83116,1.262,-11.65,-9.0742
10.0,51.2,-0.13,-3.24445,1.222,-6.7043,5.0171
10.0,115.36,-0.54,-3.0019299999999998,0.43700000000000006,-33.894,85.39200000000001
10.0,83.75,-0.61,-1.9654900000000002,0.46,-31.599,68.992
